## Ideogram.js gene cache for Homo sapiens
## Derived from https://ftp.ensembl.org/pub/release-102/gff3/homo_sapiens/Homo_sapiens.GRCh38.102.gff3.gz
## prefix: ENSG
# chr	start	length	slim_id	symbol	description
16	76736342	191827	259995	AC106729.1	novel transcript
16	76868936	83	266426	MIR4719	microRNA 4719
16	77104260	1037	279856	AC106733.1	novel transcript
16	77190835	11563	103111	MON1B	MON1 homolog B%2C secretory trafficking associated
16	77199408	13807	205078	SYCE1L	synaptonemal complex central element protein 1 like
16	77201474	48483	261063	AC009139.2	novel transcript%2C antisense to MON1B %26 SYCE1L
16	77234877	65073	260922	AC009139.1	novel transcript%2C antisense to ADAMTS18
16	77247813	187221	140873	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18
16	77433382	13416	260701	AC025284.1	novel transcript%2C antisense to ADAMTS18
16	77590806	19875	261154	LINC02131	long intergenic non-protein coding RNA 2131
16	77657174	3396	278862	AC092724.1	novel transcript
16	77722492	19768	140876	NUDT7	nudix hydrolase 7
16	77741468	1532	261707	AC092134.1	novel transcript%2C antisense to NUDT7
16	77752372	4309	285538	AC092134.3	novel transcript
16	77788564	191543	171724	VAT1L	vesicle amine transport 1 like
16	77800023	1691	278926	AC092134.2	novel transcript
16	78014683	44771	261540	AC079414.1	novel transcript%2C antisense to CLEC3A
16	78022515	44246	166509	CLEC3A	C-type lectin domain family 3 member A
16	78099430	1113237	186153	WWOX	WW domain containing oxidoreductase
16	78123243	1089	276007	AC079414.3	novel transcript%2C antisense WWOX
16	78234652	7337	260969	WWOX-AS1	WWOX antisense RNA 1
16	78273497	2110	287106	AC106743.1	novel transcript%2C antisense to WWOX
16	78495926	10642	260733	AC046158.1	novel transcript%2C antisense to WWOX
16	78534374	1274	261837	AC046158.2	novel transcript%2C sense intronic to WWOX
16	78793584	2778	286894	AC009141.1	novel transcript%2C antisense to WWOX
16	78895361	4283	260816	AC027279.1	novel transcript%2C sense intronic to WWOX
16	78994345	10385	261537	AC027279.2	novel transcript%2C sense intronic to WWOX
16	79077376	858	260694	AC009145.3	novel transcript%2C antisense to WWOX
16	79090050	11704	260479	AC009145.1	novel transcript%2C sense intronic to WWOX
16	79105957	4925	260511	AC009145.2	novel transcript%2C sense intronic to WWOX
16	79202624	4115	277954	AC092376.2	novel transcript%2C antisense to WWOX
16	79208493	2771	285918	AC092376.3	novel transcript%2C antisense to WWOX
16	79212711	16742	261722	AC092376.1	novel transcript
16	79505603	10690	261472	AC084064.1	novel transcript
16	79585843	14894	178573	MAF	MAF bZIP transcription factor
16	79603572	605	277214	AC009159.2	novel transcript
16	79605802	803	278058	AC009159.3	novel transcript
16	79619469	641	275040	AC009159.1	novel transcript
16	79676048	133668	260876	LINC01229	long intergenic non-protein coding RNA 1229
16	79715220	55431	261390	MAFTRR	MAF transcriptional regulator RNA
16	79798050	29100	261082	LINC01228	long intergenic non-protein coding RNA 1228
16	80040662	5083	260237	AC092130.1	novel transcript
16	80065836	101741	260706	AC022166.1	novel transcript
16	80154979	408375	259867	AC105411.1	novel transcript%2C antisense DYNLRB2
16	80179129	1553	261376	AC022166.2	novel transcript
16	80540734	10077	168589	DYNLRB2	dynein light chain roadblock-type 2
16	80547842	4672	260183	AC108097.1	novel transcript%2C antisense DYNLRB2
16	80553256	19552	260737	LINC01227	long intergenic non-protein coding RNA 1227
16	80597907	206691	166446	CDYL2	chromodomain Y like 2
16	80627551	828	260064	AC092332.1	novel transcript%2C sense intronic to CDYL2
16	80736360	5945	260594	AC099313.1	novel transcript%2C antisense to CDYL2
16	80826074	66608	260896	ARLNC1	androgen receptor regulated long noncoding RNA 1
16	80828736	178158	286221	AC009070.1	novel protein
16	80966448	53822	103121	CMC2	C-X9-C motif containing 2
16	80982319	1775	278985	AC092718.7	novel transcript
16	81006498	26616	166451	CENPN	centromere protein N
16	81016792	18967	260213	AC092718.2	novel transcript%2C antisense to CENPN
16	81022316	73968	284512	AC092718.8	novel protein
16	81030770	715	261061	AC092718.4	novel transcript
16	81035842	11508	166454	ATMIN	ATM interactor
16	81053497	23770	166455	C16orf46	chromosome 16 open reading frame 46
16	81053587	42709	260643	AC092718.3	novel protein
16	81055301	1125	261141	AC092718.5	novel transcript%2C antisense to C16orf46
16	81069854	6744	261838	AC092718.6	novel transcript%2C antisense to C16orf46
16	81077319	1542	245059	AC092718.1	novel transcript
16	81081945	14450	140905	GCSH	glycine cleavage system protein H
16	81100875	119495	166473	PKD1L2	polycystin 1 like 2 (gene/pseudogene)
16	81106533	106	252608	RNU6-1191P	RNA%2C U6 small nuclear 1191%2C pseudogene
16	81151820	2156	286759	AC092718.9	novel transcript
16	81238689	52453	135697	BCO1	beta-carotene oxygenase 1
16	81261924	2167	280182	AC131888.1	novel transcript
16	81310731	2692	260495	AC009148.1	novel transcript%2C antisense to GAN
16	81314944	75865	261609	GAN	gigaxonin
16	81385018	75	284473	MIR4720	microRNA 4720
16	81445170	266592	153815	CMIP	c-Maf inducing protein
16	81463892	967	279021	AC092139.1	novel transcript
16	81517824	2793	279476	AC092139.2	novel transcript
16	81533902	64	277255	MIR7854	microRNA 7854
16	81611348	60	275109	MIR6504	microRNA 6504
16	81617038	505	279681	AC092135.2	novel transcript
16	81618505	2058	279294	AC092135.1	novel transcript
16	81630193	1845	279841	AC092135.3	novel transcript
16	81738248	29620	261218	AC099524.1	novel transcript
16	81739097	223588	197943	PLCG2	phospholipase C gamma 2
16	81961926	317	260682	RN7SKP176	RN7SK pseudogene 176
16	81987948	1068	276519	AC092142.2	novel transcript
16	81988855	22626	184860	SDR42E1	short chain dehydrogenase/reductase family 42E%2C member 1
16	82035004	63530	86696	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2
16	82044336	95295	261235	AC092142.1	novel transcript%2C antisense to HSD17B2
16	82147798	22426	135698	MPHOSPH6	M-phase phosphoprotein 6
16	82170296	5507	261029	AC138304.1	novel transcript
16	82192505	285	251888	RN7SKP190	RN7SK pseudogene 190
16	82491738	83780	261285	AC009117.2	novel transcript
16	82626965	1173675	140945	CDH13	cadherin 13
16	82688931	88	277387	MIR8058	microRNA 8058
16	82727474	220	280044	AC099506.2	novel transcript
16	82773319	56319	260862	AC099506.1	novel transcript
16	82816831	16166	286528	AC099506.3	novel transcript%2C antisense to CDH13
16	82844455	302	263360	RN7SL134P	RNA%2C 7SL%2C cytoplasmic 134%2C pseudogene
16	82953230	37068	260832	AC125793.1	novel transcript%2C antisense to CDH13
16	83383007	15163	261410	AC009142.1	novel transcript%2C antisense to CDH13
16	83508346	62	263785	MIR3182	microRNA 3182
16	83687779	20032	261103	AC009063.3	novel transcript%2C antisense to CDH13
16	83710179	7719	288554	AC009063.4	novel transcript%2C antisense to CDH13
16	83720402	52572	260788	AC009063.2	novel transcript%2C antisense to CDH13
16	83725676	701	259914	AC009063.1	novel transcript%2C antisense to CDH13
16	83789967	17867	260228	AC009119.1	novel transcript%2C antisense to CDH13
16	83807978	11759	230989	HSBP1	heat shock factor binding protein 1
16	83899115	52330	103150	MLYCD	malonyl-CoA decarboxylase
16	83929796	1427	260932	AC009119.2	novel transcript%2C antisense to MLYCD - OSGIN1 readthrough
16	83931311	35021	140961	OSGIN1	oxidative stress induced growth inhibitor 1
16	83968632	34144	103154	NECAB2	N-terminal EF-hand calcium binding protein 2
16	84009667	33128	166558	SLC38A8	solute carrier family 38 member 8
16	84040790	4543	285792	AC040169.4	novel transcript%2C antisense to SLC38A8
16	84053761	63181	140943	MBTPS1	membrane bound transcription factor peptidase%2C site 1
16	84085979	611	274677	AC040169.3	novel transcript%2C sense intronic to MBTPS1
16	84117051	520	260018	AC040169.1	novel transcript%2C antisense to MBTPS1
16	84122141	23051	103160	HSDL1	hydroxysteroid dehydrogenase like 1
16	84145287	33480	154099	DNAAF1	dynein axonemal assembly factor 1
16	84177847	9223	103168	TAF1C	TATA-box binding protein associated factor%2C RNA polymerase I subunit C
16	84191138	6030	140955	ADAD2	adenosine deaminase domain containing 2
16	84192558	4495	250685	AC009123.1	novel transcript%2C antisense to ADAD2
16	84218667	21083	168418	KCNG4	potassium voltage-gated channel modifier subfamily G member 4
16	84255270	5779	260858	AC010551.3	novel transcript
16	84294846	34998	103175	WFDC1	WAP four-disulfide core domain 1
16	84295498	1487	260530	AC010551.2	novel transcript%2C antisense to WFDC1
16	84342464	943	260504	AC010551.1	novel transcript
16	84368527	95660	64270	ATP2C2	ATPase secretory pathway Ca2+ transporting 2
16	84459259	8102	261286	ATP2C2-AS1	ATP2C2 antisense RNA 1
16	84476355	77678	140950	MEAK7	MTOR associated protein%2C eak-7 homolog
16	84495599	1896	261243	AC022165.1	novel transcript%2C antisense to KIAA1609
16	84565596	52482	103187	COTL1	coactosin like F-actin binding protein 1
16	84594393	2433	261471	AC092145.1	novel transcript%2C antisense to COTL1
16	84648511	19175	135686	KLHL36	kelch like family member 36
16	84699986	79936	103194	USP10	ubiquitin specific peptidase 10
16	84817182	39483	285848	AC025280.3	novel transcript%2C antisense to CRISPLD2
16	84819985	100783	103196	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2
16	84828263	979	260859	AC025280.1	novel transcript%2C sense intronic to CRISPLD2
16	84917377	7431	279622	AC025280.2	novel transcript%2C antisense to CRISPLD2
16	84928353	11250	260340	LINC02176	long intergenic non-protein coding RNA 2176
16	84974175	37360	153786	ZDHHC7	zinc finger DHHC-type palmitoyltransferase 7
16	85027751	66479	135709	KIAA0513	KIAA0513
16	85098358	14114	153789	CIBAR2	CBY1 interacting BAR domain containing 2
16	85137150	12293	278214	LINC02139	long intergenic non-protein coding RNA 2139
16	85142696	3305	275088	AC026469.1	novel transcript
16	85169525	506679	131149	GSE1	Gse1 coiled-coil protein
16	85227203	81973	287787	AC092275.1	novel transcript%2C sense intronic to GSE1
16	85282958	3005	179219	LINC00311	long intergenic non-protein coding RNA 311
16	85306226	99	266307	MIR5093	microRNA 5093
16	85345271	7690	287946	AC092377.1	novel transcript%2C antisense to GSE1
16	85489813	1018	278716	AC133540.1	novel transcript
16	85580009	3562	270124	AC092127.2	novel transcript
16	85592266	3454	260417	AC092127.1	novel transcript
16	85659378	297	263968	RN7SL381P	RNA%2C 7SL%2C cytoplasmic 381%2C pseudogene
16	85676198	13875	131153	GINS2	GINS complex subunit 2
16	85690084	61045	154102	C16orf74	chromosome 16 open reading frame 74
16	85697335	533	275393	AC018695.6	novel transcript%2C sense intronic to C16orf74
16	85699820	11366	287125	AC018695.9	novel transcript%2C antisense to C16orf74
16	85741621	79	283416	MIR1910	microRNA 1910
16	85743287	938	269898	AC018695.2	novel transcript%2C antisense to C16orf74
16	85771758	27850	131148	EMC8	ER membrane protein complex subunit 8
16	85781775	124	252311	RNU1-103P	RNA%2C U1 small nuclear 103%2C pseudogene
16	85784382	3235	270184	AC018695.4	novel transcript%2C antisense to COX4NB
16	85792415	518	270159	AC018695.3	novel transcript%2C antisense to COX4NB
16	85798633	8435	131143	COX4I1	cytochrome c oxidase subunit 4I1
16	85846309	1829	286510	AC018695.8	novel transcript
16	85899162	23444	140968	IRF8	interferon regulatory factor 8
16	85918347	69	274134	MIR6774	microRNA 6774
16	85924984	23840	285163	AC092723.5	novel transcript
16	85935281	942	268804	LINC02132	long intergenic non-protein coding RNA 2132
16	85963328	22058	285040	AC092723.4	novel transcript
16	85981750	3131	269667	AC092723.1	novel transcript
16	85986764	9135	285012	AC092723.3	novel transcript
16	86035627	792	279604	AC092723.2	novel transcript
16	86081409	8117	261177	AC135012.1	novel transcript
16	86158206	592	268078	AC135012.2	novel transcript
16	86192793	6120	268505	AC135012.3	novel transcript
16	86195954	3766	269186	LINC01082	long intergenic non-protein coding RNA 1082
16	86221420	79883	268754	LINC01081	long intergenic non-protein coding RNA 1081
16	86275429	94	199949	Y_RNA	Y RNA
16	86286427	6962	268532	LINC02135	long intergenic non-protein coding RNA 2135
16	86331632	18056	168367	LINC00917	long intergenic non-protein coding RNA 917
16	86347387	2224	269826	AC092327.2	novel transcript
16	86474529	34570	268388	FENDRR	FOXF1 adjacent non-coding developmental regulatory RNA
16	86510527	4895	103241	FOXF1	forkhead box F1
16	86520383	3514	270020	AC009108.3	novel transcript
16	86530178	25057	103248	MTHFSD	methenyltetrahydrofolate synthetase domain containing
16	86555320	1979	280278	FLJ30679	uncharacterized protein FLJ30679
16	86565145	2616	260944	FOXC2-AS1	FOXC2 antisense RNA 1
16	86566829	2899	176692	FOXC2	forkhead box C2
16	86576368	7110	176678	FOXL1	forkhead box L1
16	86595189	2450	279142	AC009108.4	novel transcript
16	86636328	817	260387	AC009108.2	novel transcript
16	86646301	22622	261161	AC009154.1	novel transcript
16	86698118	723	274478	AC009154.2	novel transcript
16	86710122	31961	261175	LINC02188	long intergenic non-protein coding RNA 2188
16	86720575	1467	260026	LINC02189	long intergenic non-protein coding RNA 2189
16	86764298	6743	287010	AC130467.1	novel transcript
16	86899356	61912	287161	AC093519.2	novel transcript
16	87057784	12321	232190	LINC02181	long intergenic non-protein coding RNA 2181
16	87066705	3047	261363	AC106745.1	novel transcript
16	87083562	233858	260456	C16orf95	chromosome 16 open reading frame 95
16	87129857	3250	285527	AC136285.3	novel transcript
16	87212122	14308	261095	AC136285.1	novel transcript%2C antisense to C16orf95
16	87215915	537	261651	AC136285.2	novel transcript%2C antisense to C16orf95
16	87262759	29679	261697	AC010531.4	novel transcript%2C sense intronic to C16orf95
16	87296949	684	280419	AC010531.8	novel transcript
16	87302876	31397	131152	AC010531.1	novel protein
16	87317509	534	270006	AC010531.6	novel transcript%2C antisense to FBXO31 and C16orf95 readthrough
16	87326987	597	270082	AC010531.7	novel transcript%2C antisense to FBXO31 and C16orf95 readthrough
16	87326987	65155	103264	FBXO31	F-box protein 31
16	87362536	4940	269901	AC010531.5	novel transcript%2C antisense to FBXO31
16	87383953	20826	140941	MAP1LC3B	microtubule associated protein 1 light chain 3 beta
16	87396704	3591	261592	AC010531.3	novel transcript%2C antisense to MAP1LC3B
16	87406246	86778	140948	ZCCHC14	zinc finger CCHC-type containing 14
16	87470370	4000	276337	AC105429.1	novel transcript%2C sense intronic to ZCCHC14
16	87492555	24385	288568	AC092720.3	novel transcript
16	87595131	5206	260750	AC092720.1	novel transcript
16	87600526	1664	269935	AC092720.2	novel transcript%2C antisense to JPH3
16	87601835	96321	154118	JPH3	junctophilin 3
16	87683945	532	277504	AC010536.3	novel transcript%2C antisense to JPH3
16	87693537	2610	226180	AC010536.1	novel transcript
16	87696485	69507	104731	KLHDC4	kelch domain containing 4
16	87739771	7935	260671	AC010536.2	novel transcript%2C sense intronic to KLHDC4
16	87773304	6070	260498	AC126696.3	novel transcript
16	87780134	26342	260177	AC126696.1	novel transcript
16	87830023	39484	103257	SLC7A5	solute carrier family 7 member 5
16	87834592	68	278598	MIR6775	microRNA 6775
16	87836532	1131	260466	AC126696.2	novel transcript%2C antisense to SLC7A5
16	87881546	55034	174990	CA5A	carbonic anhydrase 5A
16	87949244	128074	172530	BANP	BTG3 associated nuclear protein
16	88079161	8222	261193	AC134312.4	novel transcript
16	88087241	2729	260166	AC134312.3	novel transcript
16	88088041	12944	205037	AC134312.1	novel transcript
16	88177289	1357	260162	AC134312.2	novel transcript
16	88177298	9631	261327	AC134312.5	novel transcript
16	88186605	8612	260420	LINC02182	long intergenic non-protein coding RNA 2182
16	88191486	2181	261816	AC134312.6	novel transcript
16	88234785	67726	261273	AC138512.1	novel transcript
16	88382959	57798	225614	ZNF469	zinc finger protein 469
16	88453280	83751	179588	ZFPM1	zinc finger protein%2C FOG family member 1
16	88468918	113	263456	MIR5189	microRNA 5189
16	88512960	18093	261744	AC116552.1	novel transcript%2C antisense to ZFPM1
16	88570403	61561	158545	ZC3H18	zinc finger CCCH-type containing 18
16	88638572	1896	124391	IL17C	interleukin 17C
16	88643289	7765	51523	CYBA	cytochrome b-245 alpha chain
16	88651935	11226	167508	MVD	mevalonate diphosphate decarboxylase
16	88663298	23980	260630	SNAI3-AS1	SNAI3 antisense RNA 1
16	88677688	8819	185669	SNAI3	snail family transcriptional repressor 3
16	88696499	9909	158717	RNF166	ring finger protein 166
16	88696501	2109	259813	AC138028.3	novel transcript%2C antisense to RNF166
16	88706483	8913	174177	CTU2	cytosolic thiouridylase subunit 2
16	88708956	1481	278341	AC138028.6	novel transcript%2C antisense to CTU2
16	88715338	69882	103335	PIEZO1	piezo type mechanosensitive ion channel component 1
16	88716278	59	284585	MIR4722	microRNA 4722
16	88718615	1844	260121	AC138028.4	novel transcript%2C antisense to FAM38A
16	88731180	10245	224888	AC138028.2	novel transcript%2C antisense to FAM38A
16	88741631	736	260617	AC138028.5	novel transcript%2C antisense to FAM38A
16	88742767	2981	182376	AC138028.1	novel transcript%2C antisense to FAM38A
16	88803789	5469	167513	CDT1	chromatin licensing and DNA replication factor 1
16	88809339	2598	198931	APRT	adenine phosphoribosyltransferase
16	88813734	43236	141012	GALNS	galactosamine (N-acetyl)-6-sulfatase
16	88856220	6466	167515	TRAPPC2L	trafficking protein particle complex 2 like
16	88863333	3327	205022	PABPN1L	PABPN1 like%2C cytoplasmic
16	88874858	102349	129993	CBFA2T3	CBFA2/RUNX1 partner transcriptional co-repressor 3
16	88881038	6098	259881	AC092384.2	novel transcript%2C antisense to CBFA2T3
16	88936779	2872	261226	AC092384.3	novel transcript
16	88939789	11735	205018	AC092384.1	novel transcript%2C antisense to CBFA2T3
16	88984032	11337	259989	AC135782.2	novel transcript
16	89046172	6794	256982	AC135782.1	novel transcript
16	89088375	75746	176715	ACSF3	acyl-CoA synthetase family member 3
16	89113175	2104	261546	AC135782.3	novel transcript%2C antisense to ACSF3
16	89159146	5099	180422	LINC00304	long intergenic non-protein coding RNA 304
16	89166383	2764	205015	LINC02138	long intergenic non-protein coding RNA 2138
16	89171748	23744	129910	CDH15	cadherin 15
16	89195761	5890	259803	SLC22A31	solute carrier family 22 member 31
